['11542', 'Yearly', '6939 days']
['13720', 'One-off', '12316 days']
['13722', 'Monthly', '1096 days']
['43260', 'Yearly', '9497 days']
['13726', 'Daily', '19 days']
['43263', 'Daily', '15 days']
['13728', 'Yearly', '10958 days']
['43268', 'Monthly', '1461 days']
['43269', 'Daily', '54 days']
['11376', 'Monthly', '1949 days']
['11370', 'Monthly', '396 days']
['11373', 'Yearly', '1096 days']
['11372', 'Monthly', '487 days']
['19142', 'Yearly', '11323 days']
['19143', 'Monthly', '1795 days']
['19140', 'Yearly', '8035 days']
['19141', 'Monthly', '2252 days']
['52251', 'One-off', '12745 days']
['52250', 'Monthly', '1735 days']
['52256', 'Daily', '38 days']
['52254', 'Yearly', '4749 days']
['43194', 'Daily', '53 days']
['43195', 'Daily', '55 days']
['43199', 'Monthly', '245 days']
['46014', 'Monthly', '1280 days']
['46015', 'Monthly', '2071 days']
['46012', 'Yearly', '1826 days']
['7850', 'Monthly', '852 days']
['7856', 'Monthly', '1127 days']
['7857', 'Yearly', '4748 days']
['7854', 'Yearly', '8400 days']
['49697', 'Yearly', '2557 days']
['7858', 'One-off', '13522 days']
['7859', 'Monthly', '699 days']
['48120', 'Daily', '26 days']
['16809', 'Yearly', '1095 days']
['16803', 'One-off', '12625 days']
['16800', 'Yearly', '4748 days']
['16806', 'Yearly', '3287 days']
['16807', 'One-off', '13942 days']
['16804', 'Yearly', '7670 days']
['16805', 'Daily', '15 days']
['12138', 'Yearly', '4383 days']
['12139', 'Monthly', '791 days']
['12132', 'One-off', '15866 days']
['12130', 'One-off', '9301 days']
['12131', 'Daily', '50 days']
['12137', 'Monthly', '2618 days']
['12134', 'Yearly', '2922 days']
['10400', 'Daily', '20 days']
['10402', 'Yearly', '1096 days']
['53615', 'Monthly', '212 days']
['9333', 'Yearly', '3287 days']
['10407', 'Daily', '38 days']
['10408', 'Yearly', '6574 days']
['53619', 'Yearly', '5844 days']
['9339', 'Monthly', '2192 days']
['9338', 'Yearly', '13514 days']
['21738', 'One-off', '17494 days']
['54968', 'Monthly', '976 days']
['21732', 'Daily', '15 days']
['21733', 'Monthly', '2099 days']
['21731', 'Monthly', '454 days']
['21734', 'Yearly', '1096 days']
['54960', 'Monthly', '2557 days']
['48311', 'Yearly', '12784 days']
['48310', 'One-off', '14926 days']
['48312', 'Monthly', '942 days']
['48314', 'Yearly', '8035 days']
['48319', 'Yearly', '1826 days']
['48318', 'Daily', '7 days']
['26963', 'Monthly', '640 days']
['26961', 'Daily', '6 days']
['26966', 'Daily', '44 days']
['26967', 'Daily', '52 days']
['26965', 'Yearly', '2192 days']
['49950', 'Yearly', '2557 days']
['49953', 'Monthly', '2283 days']
['49956', 'Yearly', '7671 days']
['49957', 'Monthly', '214 days']
['49958', 'One-off', '14592 days']
['49959', 'Monthly', '945 days']
['58192', 'One-off', '11917 days']
['58193', 'Yearly', '10227 days']
['58191', 'Daily', '32 days']
['58196', 'One-off', '11651 days']
['58195', 'Monthly', '2588 days']
['13266', 'Yearly', '6575 days']
['45099', 'Monthly', '1066 days']
['13260', 'Daily', '55 days']
['13262', 'Yearly', '8401 days']
['45095', 'Daily', '16 days']
['45090', 'Yearly', '9131 days']
['45092', 'One-off', '15003 days']
['44328', 'Daily', '23 days']
['44329', 'Monthly', '851 days']
['44324', 'Yearly', '10593 days']
['44325', 'Yearly', '2557 days']
['44320', 'Yearly', '6940 days']
['44322', 'One-off', '17696 days']
['28511', 'Monthly', '975 days']
['28512', 'Daily', '21 days']
['54347', 'Yearly', '8766 days']
['54346', 'Monthly', '365 days']
['54345', 'Monthly', '181 days']
['28516', 'Daily', '24 days']
['54348', 'Monthly', '1614 days']
['20065', 'One-off', '15281 days']
['20064', 'Monthly', '92 days']
['20061', 'Yearly', '1826 days']
['50517', 'Yearly', '7670 days']
['37211', 'Yearly', '6575 days']
['23604', 'Monthly', '1065 days']
['23607', 'Daily', '6 days']
['23600', 'Monthly', '1795 days']
['23601', 'Monthly', '1461 days']
['32934', 'Monthly', '1857 days']
['23608', 'Yearly', '8036 days']
['23609', 'Monthly', '1978 days']
['27774', 'Yearly', '9132 days']
['27775', 'Yearly', '10957 days']
['27772', 'Daily', '54 days']
['51447', 'Monthly', '1339 days']
['51445', 'Monthly', '2068 days']
['27778', 'Daily', '32 days']
['51442', 'One-off', '11759 days']
['35144', 'Daily', '38 days']
['35145', 'Yearly', '8766 days']
['35146', 'Daily', '18 days']
['35140', 'Daily', '16 days']
['35141', 'Monthly', '457 days']
['35143', 'Daily', '23 days']
['35148', 'Daily', '20 days']
['35149', 'Monthly', '2588 days']
['32496', 'One-off', '13598 days']
['32495', 'Monthly', '2038 days']
['32494', 'Daily', '23 days']
['32493', 'One-off', '10826 days']
['32498', 'Yearly', '9496 days']
['8446', 'Daily', '32 days']
['8447', 'Yearly', '8036 days']
['8441', 'One-off', '9746 days']
['31425', 'Yearly', '12054 days']
['10218', 'Daily', '36 days']
['35963', 'Yearly', '5844 days']
['55921', 'Monthly', '2222 days']
['55922', 'Monthly', '426 days']
['55923', 'Monthly', '2039 days']
['55927', 'Monthly', '2649 days']
['55928', 'Monthly', '1400 days']
['55929', 'Yearly', '12053 days']
['56699', 'One-off', '10604 days']
['56696', 'Yearly', '7670 days']
['56695', 'Yearly', '6575 days']
['52935', 'Yearly', '6209 days']
['52933', 'Monthly', '1247 days']
['52930', 'Daily', '15 days']
['52931', 'Daily', '14 days']
['25601', 'Yearly', '6575 days']
['35968', 'Yearly', '9131 days']
['25604', 'Monthly', '2619 days']
['25609', 'Yearly', '2557 days']
['24955', 'Daily', '39 days']
['24951', 'Monthly', '577 days']
['24953', 'One-off', '12403 days']
['33231', 'Monthly', '822 days']
['9485', 'Yearly', '6940 days']
['33234', 'Yearly', '5844 days']
['33235', 'Daily', '55 days']
['32216', 'Monthly', '516 days']
['54757', 'Daily', '55 days']
['4839', 'Yearly', '8036 days']
['4831', 'One-off', '15011 days']
['4830', 'One-off', '14360 days']
['4835', 'Monthly', '1491 days']
['30767', 'One-off', '15741 days']
['35011', 'One-off', '11638 days']
['21793', 'Daily', '34 days']
['36552', 'Monthly', '184 days']
['36553', 'Monthly', '2710 days']
['36550', 'One-off', '9034 days']
['36551', 'Daily', '54 days']
['36557', 'Monthly', '120 days']
['36554', 'Yearly', '10227 days']
['36555', 'Monthly', '2740 days']
['36558', 'Monthly', '1765 days']
['34409', 'Daily', '52 days']
['34406', 'Yearly', '2557 days']
['6995', 'Monthly', '2679 days']
['30768', 'Monthly', '1582 days']
['30982', 'Monthly', '2709 days']
['34400', 'Daily', '7 days']
['34951', 'Daily', '46 days']
['34953', 'Daily', '47 days']
['34956', 'One-off', '17823 days']
['34957', 'Daily', '45 days']
['18431', 'Yearly', '2922 days']
['33455', 'Daily', '14 days']
['33457', 'Yearly', '9496 days']
['18434', 'Monthly', '1126 days']
['18437', 'Yearly', '2556 days']
['18436', 'Yearly', '4383 days']
['18439', 'Monthly', '912 days']
['33458', 'Monthly', '2223 days']
['33459', 'Yearly', '1461 days']
['30187', 'One-off', '13792 days']
['30186', 'Yearly', '8400 days']
['30185', 'Daily', '22 days']
['15602', 'Daily', '54 days']
['15605', 'Yearly', '6939 days']
['15607', 'Monthly', '1795 days']
['15606', 'Monthly', '1003 days']
['30189', 'Daily', '36 days']
['52843', 'One-off', '12301 days']
['26598', 'Yearly', '2922 days']
['33987', 'Monthly', '273 days']
['18389', 'Monthly', '2222 days']
['18387', 'Monthly', '974 days']
['18386', 'Daily', '18 days']
['18385', 'One-off', '15853 days']
['37206', 'Monthly', '2343 days']
['18382', 'Yearly', '12419 days']
['37203', 'Monthly', '2618 days']
['37202', 'Monthly', '2283 days']
['39379', 'One-off', '17080 days']
['39378', 'Daily', '45 days']
['39376', 'Monthly', '519 days']
['39374', 'Daily', '46 days']
['39373', 'Monthly', '426 days']
['21337', 'Monthly', '2284 days']
['31581', 'Daily', '8 days']
['31583', 'Monthly', '974 days']
['31586', 'Daily', '20 days']
['47528', 'Yearly', '2922 days']
['49262', 'Yearly', '8036 days']
['47525', 'One-off', '12424 days']
['47524', 'One-off', '10555 days']
['47523', 'One-off', '12147 days']
['47522', 'Yearly', '12418 days']
['47521', 'Daily', '31 days']
['47520', 'Daily', '23 days']
['21014', 'Monthly', '1946 days']
['21012', 'Monthly', '668 days']
['21010', 'Daily', '6 days']
['42009', 'Daily', '5 days']
['42005', 'Monthly', '425 days']
['42002', 'Monthly', '337 days']
['42001', 'Yearly', '5844 days']
['42000', 'Monthly', '2646 days']
['6699', 'Daily', '53 days']
['6692', 'Monthly', '334 days']
['6690', 'Daily', '32 days']
['6696', 'Monthly', '852 days']
['6695', 'Daily', '41 days']
['50186', 'Monthly', '2313 days']
['6341', 'Yearly', '8766 days']
['6340', 'Monthly', '2252 days']
['10178', 'One-off', '10881 days']
['10179', 'Yearly', '2922 days']
['10172', 'One-off', '11388 days']
['10176', 'Monthly', '1798 days']
['43412', 'Monthly', '1096 days']
['37397', 'Daily', '27 days']
['45258', 'Monthly', '1339 days']
['45256', 'One-off', '15158 days']
['45255', 'Yearly', '9131 days']
['45253', 'One-off', '12712 days']
['45250', 'Monthly', '487 days']
['44128', 'Yearly', '14244 days']
['44129', 'One-off', '14496 days']
['44126', 'Monthly', '976 days']
['44127', 'Monthly', '1735 days']
['44124', 'Yearly', '6574 days']
['44125', 'Daily', '17 days']
['44122', 'Yearly', '3653 days']
['44123', 'Yearly', '8036 days']
['47788', 'Daily', '52 days']
['3719', 'Yearly', '4018 days']
['5461', 'Yearly', '3287 days']
['5460', 'Daily', '21 days']
['41197', 'Yearly', '9862 days']
['5465', 'Yearly', '5113 days']
['5467', 'Monthly', '1095 days']
['5466', 'Monthly', '670 days']
['5469', 'Monthly', '700 days']
['14213', 'One-off', '16299 days']
['14212', 'Daily', '50 days']
['14215', 'Monthly', '852 days']
['14214', 'Monthly', '1553 days']
['14216', 'Monthly', '1949 days']
['36615', 'One-off', '9422 days']
['36614', 'Monthly', '2618 days']
['36619', 'One-off', '9113 days']
['5227', 'Monthly', '1158 days']
['41816', 'One-off', '9266 days']
['50496', 'One-off', '16726 days']
['40337', 'Monthly', '1520 days']
['40336', 'One-off', '15895 days']
['29911', 'Yearly', '11688 days']
['40333', 'Daily', '28 days']
['29917', 'Yearly', '8401 days']
['29914', 'Yearly', '9496 days']
['29915', 'Yearly', '4383 days']
['40339', 'Yearly', '4383 days']
['47647', 'Daily', '44 days']
['47645', 'Yearly', '6210 days']
['47642', 'One-off', '11760 days']
['47643', 'Monthly', '1492 days']
['47648', 'Yearly', '12053 days']
['47649', 'Monthly', '2557 days']
['8286', 'Monthly', '1706 days']
['48920', 'Monthly', '1886 days']
['48926', 'Monthly', '638 days']
['48927', 'Daily', '41 days']
['48924', 'Monthly', '2406 days']
['8281', 'Monthly', '1492 days']
['48928', 'Yearly', '5844 days']
['48929', 'Yearly', '6210 days']
['8289', 'Monthly', '2040 days']
['37292', 'Monthly', '670 days']
['7559', 'Daily', '47 days']
['7551', 'Monthly', '1186 days']
['7557', 'Daily', '38 days']
['7554', 'Yearly', '6574 days']
['51939', 'Daily', '36 days']
['16102', 'Daily', '40 days']
['19332', 'Monthly', '639 days']
['19335', 'Yearly', '8036 days']
['19166', 'One-off', '17946 days']
['16105', 'Yearly', '10592 days']
['13885', 'Yearly', '2192 days']
['13886', 'One-off', '13946 days']
['13880', 'One-off', '12866 days']
['46199', 'One-off', '9079 days']
['46198', 'One-off', '12497 days']
['46190', 'Monthly', '1550 days']
['19169', 'Monthly', '731 days']
['43015', 'Daily', '32 days']
['43011', 'Yearly', '15340 days']
['43019', 'Monthly', '1582 days']
['5926', 'Yearly', '9496 days']
['5923', 'One-off', '11180 days']
['5928', 'Daily', '7 days']
['5929', 'Yearly', '2922 days']
['21265', 'Daily', '25 days']
['55002', 'Monthly', '945 days']
['33953', 'Daily', '14 days']
['11659', 'One-off', '11939 days']
['11650', 'Monthly', '822 days']
['51585', 'One-off', '14490 days']
['11656', 'Daily', '46 days']
['52770', 'Monthly', '1308 days']
['17761', 'One-off', '16530 days']
['17762', 'Yearly', '13879 days']
['52773', 'Monthly', '2313 days']
['52774', 'Daily', '18 days']
['52775', 'Yearly', '13514 days']
['52776', 'Monthly', '334 days']
['27953', 'Monthly', '2618 days']
['52778', 'Yearly', '2192 days']
['17769', 'One-off', '17391 days']
['42766', 'One-off', '15696 days']
['46226', 'One-off', '12537 days']
['46224', 'Monthly', '1127 days']
['42762', 'Daily', '53 days']
['42763', 'Monthly', '1645 days']
['42761', 'Yearly', '9131 days']
['46229', 'Daily', '55 days']
['42769', 'One-off', '12682 days']
['45756', 'One-off', '11456 days']
['20451', 'Monthly', '2437 days']
['48102', 'Monthly', '2253 days']
['20453', 'Yearly', '6209 days']
['48104', 'Daily', '21 days']
['27487', 'Yearly', '5479 days']
['45750', 'Yearly', '12053 days']
['48107', 'Yearly', '12418 days']
['20458', 'Monthly', '608 days']
['48109', 'Yearly', '11323 days']
['53825', 'Daily', '46 days']
['45758', 'Daily', '6 days']
['53795', 'Monthly', '1157 days']
['53790', 'Yearly', '3287 days']
['53792', 'Yearly', '4018 days']
['36466', 'Monthly', '457 days']
['53799', 'Daily', '38 days']
['12305', 'Monthly', '1369 days']
['12304', 'Daily', '20 days']
['12306', 'Monthly', '1611 days']
['12301', 'Yearly', '10958 days']
['12300', 'Daily', '19 days']
['12302', 'Yearly', '8036 days']
['10233', 'Yearly', '2922 days']
['53422', 'Monthly', '1918 days']
['53421', 'Yearly', '9131 days']
['53420', 'Daily', '55 days']
['53426', 'One-off', '13445 days']
['10235', 'Yearly', '3287 days']
['10234', 'Monthly', '2435 days']
['10239', 'Yearly', '9861 days']
['21507', 'Yearly', '1827 days']
['49850', 'Yearly', '6209 days']
['49853', 'Monthly', '2375 days']
['21502', 'Monthly', '793 days']
['49859', 'Monthly', '2619 days']
['49858', 'Monthly', '944 days']
['50213', 'Yearly', '8766 days']
['50215', 'Yearly', '10227 days']
['50219', 'Yearly', '6940 days']
['50218', 'Monthly', '2314 days']
['24368', 'Monthly', '1826 days']
['24369', 'Yearly', '2556 days']
['24364', 'Monthly', '2585 days']
['24363', 'Daily', '12 days']
['24360', 'One-off', '12453 days']
['24361', 'Daily', '18 days']
['51638', 'One-off', '13112 days']
['28702', 'Yearly', '3652 days']
['28703', 'Yearly', '7305 days']
['28705', 'One-off', '9974 days']
['28706', 'One-off', '9647 days']
['34425', 'Yearly', '6940 days']
['34427', 'Daily', '11 days']
['34421', 'Yearly', '4018 days']
['34423', 'One-off', '11773 days']
['34428', 'Daily', '52 days']
['34429', 'One-off', '15421 days']
['55061', 'Daily', '18 days']
['55060', 'Daily', '19 days']
['32860', 'Monthly', '1185 days']
['32861', 'Monthly', '92 days']
['32866', 'Monthly', '2434 days']
['55067', 'Daily', '34 days']
['32865', 'Monthly', '731 days']
['55068', 'Yearly', '1461 days']
['32869', 'Monthly', '486 days']
['35489', 'Daily', '14 days']
['35488', 'Monthly', '2588 days']
['35485', 'Yearly', '4749 days']
['35484', 'Yearly', '8400 days']
['35487', 'Monthly', '2041 days']
['35486', 'Monthly', '365 days']
['35481', 'Daily', '28 days']
['23837', 'Yearly', '10227 days']
['23836', 'Yearly', '12418 days']
['23831', 'One-off', '10398 days']
['23830', 'Monthly', '1642 days']
['23839', 'One-off', '11949 days']
['27104', 'Monthly', '761 days']
['27103', 'Yearly', '10227 days']
['27102', 'Monthly', '1735 days']
['27101', 'One-off', '12806 days']
['27100', 'Yearly', '3652 days']
['27108', 'One-off', '12897 days']
['7247', 'Daily', '26 days']
['32286', 'Yearly', '6574 days']
['55684', 'Monthly', '182 days']
['55687', 'Monthly', '1886 days']
['55686', 'Monthly', '2192 days']
['32282', 'One-off', '11598 days']
['32283', 'One-off', '15598 days']
['32280', 'Daily', '5 days']
['55682', 'Monthly', '2739 days']
['55688', 'Daily', '39 days']
['7241', 'Monthly', '1400 days']
['57683', 'Monthly', '1400 days']
['20175', 'One-off', '11224 days']
['57687', 'Monthly', '1096 days']
['39958', 'Yearly', '2922 days']
['39957', 'Daily', '17 days']
['39956', 'One-off', '16667 days']
['57688', 'Monthly', '397 days']
['39952', 'Yearly', '4018 days']
['39951', 'Daily', '40 days']
['39950', 'Monthly', '1857 days']
['32138', 'Yearly', '3288 days']
['32134', 'One-off', '17137 days']
['28919', 'Daily', '13 days']
['32130', 'Monthly', '92 days']
['32131', 'One-off', '12400 days']
['32132', 'Monthly', '334 days']
['26276', 'Yearly', '6940 days']
['26274', 'Monthly', '2008 days']
['26275', 'One-off', '10941 days']
['56089', 'Yearly', '14610 days']
['56084', 'Daily', '42 days']
['56085', 'One-off', '11349 days']
['56083', 'Daily', '6 days']
['26278', 'Daily', '35 days']
['26279', 'Daily', '35 days']
['57359', 'One-off', '12858 days']
['57350', 'Daily', '43 days']
['57353', 'Yearly', '14244 days']
['57355', 'Monthly', '2008 days']
['57357', 'One-off', '10484 days']
['57356', 'Daily', '3 days']
['37502', 'One-off', '14833 days']
['37500', 'Daily', '54 days']
['37507', 'Monthly', '212 days']
['37508', 'One-off', '12089 days']
['28912', 'Yearly', '6209 days']
['4978', 'Daily', '5 days']
['4979', 'Daily', '34 days']
['4974', 'Monthly', '974 days']
['4975', 'Daily', '6 days']
['4977', 'Monthly', '883 days']
['4970', 'Monthly', '761 days']
['6820', 'Monthly', '882 days']
['15730', 'Monthly', '1185 days']
['14059', 'Daily', '26 days']
['3275', 'Yearly', '3287 days']
['3272', 'Yearly', '6940 days']
['14053', 'Yearly', '6209 days']
['14050', 'Monthly', '1339 days']
['14057', 'Daily', '33 days']
['6825', 'One-off', '18017 days']
['15737', 'Yearly', '5844 days']
['6827', 'One-off', '10802 days']
['15739', 'Monthly', '486 days']
['38700', 'One-off', '11108 days']
['38703', 'Yearly', '4383 days']
['38705', 'Monthly', '1096 days']
['38706', 'Monthly', '791 days']
['38709', 'Yearly', '8766 days']
['38708', 'Monthly', '2374 days']
['30572', 'Yearly', '4383 days']
['30570', 'Yearly', '2922 days']
['34859', 'Monthly', '1338 days']
['30577', 'Daily', '47 days']
['30575', 'Daily', '33 days']
['34854', 'Yearly', '12053 days']
['34857', 'Monthly', '640 days']
['34850', 'One-off', '9689 days']
['40133', 'Monthly', '1217 days']
['40135', 'Daily', '37 days']
['40134', 'Daily', '47 days']
['40139', 'Yearly', '6575 days']
['40138', 'One-off', '10691 days']
['47480', 'Yearly', '2922 days']
['47483', 'Monthly', '516 days']
['47484', 'Yearly', '1095 days']
['47485', 'Monthly', '2406 days']
['47486', 'Monthly', '1219 days']
['47488', 'Monthly', '335 days']
['47489', 'Monthly', '1706 days']
['18193', 'One-off', '17290 days']
['18191', 'Monthly', '608 days']
['53187', 'Yearly', '7670 days']
['42286', 'Daily', '55 days']
['40689', 'Monthly', '2404 days']
['40688', 'Daily', '34 days']
['40687', 'Daily', '14 days']
['40685', 'Yearly', '8401 days']
['40684', 'Monthly', '182 days']
['40680', 'Monthly', '546 days']
['6521', 'Yearly', '8766 days']
['15011', 'Monthly', '1827 days']
['15012', 'Daily', '47 days']
['15013', 'Yearly', '12784 days']
['30392', 'Daily', '39 days']
['15015', 'Daily', '20 days']
['6527', 'One-off', '12303 days']
['15017', 'Yearly', '3653 days']
['6529', 'Monthly', '273 days']
['50828', 'One-off', '10859 days']
['30399', 'Monthly', '854 days']
['19834', 'Yearly', '2191 days']
['19835', 'Daily', '40 days']
['31628', 'One-off', '15150 days']
['31624', 'Yearly', '8401 days']
['31626', 'One-off', '13463 days']
['31621', 'One-off', '10117 days']
['31623', 'Yearly', '5478 days']
['31622', 'Daily', '15 days']
['3938', 'Daily', '22 days']
['35818', 'Daily', '48 days']
['35819', 'Yearly', '8766 days']
['35812', 'Monthly', '2649 days']
['35813', 'Yearly', '11688 days']
['35811', 'Yearly', '10593 days']
['35817', 'Yearly', '12053 days']
['35815', 'Monthly', '1826 days']
['18279', 'Monthly', '1400 days']
['33655', 'Yearly', '13149 days']
['37337', 'Monthly', '2434 days']
['4151', 'Daily', '40 days']
['4155', 'Monthly', '1795 days']
['4158', 'Monthly', '974 days']
['4159', 'Monthly', '609 days']
['32677', 'Yearly', '5844 days']
['43569', 'Daily', '43 days']
['43568', 'One-off', '12488 days']
['14200', 'Monthly', '2191 days']
['43564', 'Daily', '44 days']
['43563', 'One-off', '14323 days']
['19640', 'One-off', '14706 days']
['19643', 'Monthly', '608 days']
['19645', 'Yearly', '1826 days']
['19644', 'Monthly', '1583 days']
['19647', 'One-off', '13887 days']
['19646', 'Monthly', '2284 days']
['19649', 'Monthly', '2161 days']
['17560', 'Yearly', '11323 days']
['15084', 'Monthly', '1887 days']
['17567', 'Daily', '50 days']
['17564', 'Monthly', '1767 days']
['17565', 'Monthly', '1735 days']
['17568', 'Yearly', '13880 days']
['17569', 'One-off', '11186 days']
['13412', 'Yearly', '9131 days']
['13416', 'Daily', '34 days']
['13417', 'Daily', '50 days']
['13414', 'Daily', '52 days']
['17196', 'Monthly', '396 days']
['13418', 'Daily', '50 days']
['13419', 'Yearly', '5479 days']
['46420', 'Yearly', '9131 days']
['46424', 'One-off', '17978 days']
['46427', 'Daily', '6 days']
['46426', 'Daily', '4 days']
['46429', 'Monthly', '1247 days']
['20613', 'Daily', '23 days']
['20611', 'Daily', '29 days']
['45196', 'One-off', '12582 days']
['9352', 'Daily', '15 days']
['20618', 'Yearly', '6574 days']
['20619', 'Monthly', '2618 days']
['6066', 'Monthly', '305 days']
['6067', 'Yearly', '10592 days']
['42218', 'One-off', '15095 days']
['42216', 'Daily', '32 days']
['42217', 'Daily', '34 days']
['42215', 'Monthly', '1339 days']
['6068', 'Yearly', '4018 days']
['6069', 'Daily', '24 days']
['42210', 'Monthly', '184 days']
['48478', 'Daily', '7 days']
['48479', 'Yearly', '5479 days']
['48473', 'Monthly', '1673 days']
['48475', 'Daily', '13 days']
['10039', 'Yearly', '4383 days']
['10035', 'Daily', '46 days']
['10034', 'Yearly', '13514 days']
['10036', 'Yearly', '12053 days']
['10031', 'Daily', '11 days']
['10030', 'Monthly', '1249 days']
['10033', 'Monthly', '2739 days']
['10032', 'Yearly', '1826 days']
['21710', 'Daily', '55 days']
['7379', 'Daily', '50 days']
['7373', 'Daily', '18 days']
['7371', 'Yearly', '12418 days']
['7370', 'Monthly', '153 days']
['46694', 'Monthly', '2131 days']
['7375', 'Daily', '26 days']
['54538', 'Yearly', '4383 days']
['54539', 'One-off', '14332 days']
['11920', 'Yearly', '9131 days']
['11921', 'Monthly', '2068 days']
['11922', 'Monthly', '245 days']
['11923', 'Daily', '32 days']
['54534', 'Monthly', '1188 days']
['54535', 'Monthly', '1796 days']
['54536', 'Monthly', '854 days']
['11927', 'Monthly', '1552 days']
['55525', 'Daily', '48 days']
['32763', 'Daily', '43 days']
['48836', 'Yearly', '7305 days']
['29896', 'Monthly', '2619 days']
['55523', 'Monthly', '1553 days']
['5347', 'Yearly', '9497 days']
['5340', 'Daily', '50 days']
['5341', 'Monthly', '1978 days']
['5348', 'Daily', '17 days']
['5349', 'One-off', '18099 days']
['15451', 'Yearly', '9497 days']
['28278', 'Monthly', '1186 days']
['28279', 'Monthly', '883 days']
['11078', 'Monthly', '2404 days']
['28271', 'Monthly', '2251 days']
['11070', 'Monthly', '1155 days']
['11071', 'Yearly', '9131 days']
['28274', 'Yearly', '2191 days']
['28275', 'Yearly', '7670 days']
['11075', 'Monthly', '1247 days']
['15975', 'Yearly', '9132 days']
['8670', 'Yearly', '13514 days']
['15973', 'Monthly', '912 days']
['8676', 'Daily', '53 days']
['15971', 'Monthly', '121 days']
['8678', 'Monthly', '1492 days']
['15979', 'Daily', '33 days']
['15978', 'Yearly', '7671 days']
['50945', 'Yearly', '3288 days']
['50947', 'Monthly', '700 days']
['50940', 'One-off', '9627 days']
['51019', 'Monthly', '730 days']
['51012', 'Yearly', '11688 days']
['51015', 'Daily', '5 days']
['51016', 'Daily', '15 days']
['28859', 'Yearly', '3287 days']
['28854', 'Yearly', '5478 days']
['28850', 'Daily', '55 days']
['28851', 'One-off', '9144 days']
['28852', 'Monthly', '1854 days']
['28853', 'One-off', '15680 days']
['12525', 'Yearly', '1461 days']
['12524', 'Daily', '39 days']
['8095', 'Yearly', '10958 days']
['8094', 'Yearly', '5844 days']
['8092', 'Monthly', '1522 days']
['8091', 'Daily', '49 days']
['12528', 'Daily', '30 days']
['26940', 'Monthly', '1188 days']
['26942', 'Monthly', '2100 days']
['28305', 'Daily', '52 days']
['28306', 'One-off', '12724 days']
['26945', 'Yearly', '14245 days']
['28307', 'Monthly', '974 days']
['26947', 'One-off', '17017 days']
['28301', 'Monthly', '2464 days']
['11141', 'One-off', '14639 days']
['56248', 'Monthly', '306 days']
['56249', 'Daily', '11 days']
['10809', 'Yearly', '7670 days']
['56240', 'Yearly', '13880 days']
['10805', 'One-off', '12957 days']
['10806', 'Monthly', '365 days']
['56243', 'Monthly', '2618 days']
['10800', 'One-off', '15226 days']
['56245', 'Yearly', '3287 days']
['56246', 'Monthly', '519 days']
['37697', 'Daily', '33 days']
['57118', 'Yearly', '4383 days']
['57112', 'One-off', '17212 days']
['57111', 'Yearly', '13149 days']
['57110', 'Yearly', '1461 days']
['57115', 'Monthly', '396 days']
['16318', 'Yearly', '2556 days']
['16319', 'Yearly', '5479 days']
['16312', 'One-off', '13859 days']
['16313', 'Monthly', '1279 days']
['16316', 'Monthly', '1065 days']
['16317', 'Daily', '9 days']
['16315', 'Yearly', '7670 days']
['52091', 'Daily', '26 days']
['52090', 'One-off', '17930 days']
['37699', 'One-off', '16877 days']
['52095', 'Yearly', '4018 days']
['52097', 'Daily', '10 days']
['52098', 'Daily', '24 days']
['21208', 'Monthly', '1127 days']
['21203', 'Monthly', '2313 days']
['21200', 'Monthly', '183 days']
['43607', 'Monthly', '151 days']
['43604', 'Monthly', '1400 days']
['43605', 'Yearly', '1461 days']
['43602', 'Monthly', '212 days']
['43603', 'Yearly', '12784 days']
['49460', 'Yearly', '12419 days']
['49461', 'Daily', '14 days']
['49463', 'Yearly', '4748 days']
['49464', 'One-off', '9949 days']
['49465', 'Monthly', '974 days']
['49469', 'Daily', '42 days']
['17044', 'Yearly', '7305 days']
['17047', 'Daily', '5 days']
['17046', 'Monthly', '2710 days']
['52631', 'Yearly', '4383 days']
['17040', 'Yearly', '6939 days']
['17043', 'Monthly', '1370 days']
['17042', 'Yearly', '4748 days']
['52639', 'Daily', '25 days']
['52638', 'Yearly', '12419 days']
['53322', 'One-off', '16567 days']
['53324', 'Monthly', '915 days']
['53325', 'Yearly', '4748 days']
['53326', 'Daily', '35 days']
['53327', 'Daily', '33 days']
['36927', 'One-off', '16876 days']
['36925', 'Yearly', '2191 days']
['36923', 'One-off', '10701 days']
['36922', 'Yearly', '16436 days']
['36920', 'Yearly', '2192 days']
['58350', 'Monthly', '214 days']
['54672', 'Yearly', '11688 days']
['58352', 'Monthly', '1795 days']
['58353', 'Daily', '7 days']
['58354', 'Daily', '48 days']
['58357', 'Monthly', '2130 days']
['58358', 'Yearly', '10592 days']
['58359', 'Yearly', '1826 days']
['54679', 'Monthly', '426 days']
['20557', 'Monthly', '244 days']
['20551', 'One-off', '16419 days']
['20559', 'Daily', '3 days']
['48732', 'One-off', '11023 days']
['48730', 'Monthly', '2557 days']
['48737', 'Monthly', '518 days']
['48735', 'Yearly', '9862 days']
['48734', 'Daily', '47 days']
['57804', 'Monthly', '486 days']
['57800', 'Yearly', '5113 days']
['57809', 'Daily', '11 days']
['57808', 'Yearly', '2922 days']
['3892', 'Yearly', '9861 days']
['34389', 'Daily', '7 days']
['57210', 'Yearly', '2922 days']
['30808', 'Monthly', '152 days']
['30809', 'Daily', '14 days']
['34382', 'Yearly', '7305 days']
